downloadCount,displayName,gameId,gameType,introduction,publisherName,developer_name,shortDesc,current,change,score,cnt,bcnt,gameTag
2399621,兵人大战,62250082,1,经典玩具兵策略大作，运筹帷幄，玩套路，秀智商,北京原力棱镜科技有限公司,37手游,经典玩具兵策略大作，运筹帷幄，玩套路，秀智商,131,-19,7.5,225,248,"国家策略,战争模拟,PVP,跨服,全球同服,2.5D,美漫,战争"
19377585,熊出没之熊大快跑,62240074,1,动画巨作《熊出没》改编佳品,合肥乐堂动漫信息技术有限公司,乐堂动漫,动画巨作《熊出没》改编佳品,132,11,8.1,261,279,"跑酷,闯关,竖屏,2.5D,卡通,正版授权,动作冒险"
1485196,汤姆猫大冒险,62284230,1,Q版社交弹射竞技手游,广州金科文化科技有限公司,金科文化,Q版社交弹射竞技手游,133,0,7.4,66,76,"弹射,养成,PVP,社交,2D,卡通,休闲益智"
288783,跑酷老奶奶,62284165,1,一场由苹果引发的跑酷竞速赛,西安西品网络科技有限公司,东品游戏,一场由苹果引发的跑酷竞速赛,134,-17,9.3,57,60,"跑酷,横版,躲避,2D,卡通,动作冒险"
800637,我爱拼模型,62289860,1,拼装模型，组装世界名胜。,北京猎豹网络科技有限公司,,拼装模型，组装世界名胜。,135,0,8.0,145,158,"拼图,闯关,2.5D,卡通,现实,休闲益智"
3274553,僵尸榨汁机,62283767,1,抓最萌的僵尸，喝最好喝的果汁,金萪哲信（深圳）科技有限公司,金萪哲信,抓最萌的僵尸，喝最好喝的果汁,136,3,7.9,244,261,"商业经营,僵尸,闯关,收集,2D,卡通,搞笑,模拟经营"
1954656,反恐特战队,62280742,1,刺激的精英射击绝地求生游戏,河北拓艾网络科技有限公司,,刺激的精英射击绝地求生游戏,137,14,6.1,109,112,"第一人称射击,闯关,2.5D,写实,射击游戏"
1967218,三国志·战略版,62272950,1,全新赛季！六大虎将，四大特种兵来袭,广州简悦,广州简悦,全新赛季！六大虎将，四大特种兵来袭,138,13,8.2,1561,1809,"SLG,PVP,全球同服,2.5D,复古,战争,正版授权,战争策略"
22690604,饥饿鲨：进化,62234039,1,游泳当心！饥饿的鲨鱼回来了,北京掌趣科技股份有限公司,掌趣科技,游泳当心！饥饿的鲨鱼回来了,139,1,7.9,560,612,"ARPG,养成,动物模拟,手速,2.5D,卡通,角色扮演"
8026850,王牌战士,62264125,1,《王牌战士》由腾讯游戏魔方工作室群研发的热血漫多角色射击手游,腾讯计算机系统有限公司,腾讯游戏,《王牌战士》由腾讯游戏魔方工作室群研发的热血漫多角色射击手游,140,-2,8.4,1838,2001,"竞技,第一人称射击,枪战,PVP,3D,美漫,二次元,电子竞技"
32351229,火柴人绳索英雄2,62247046,1,火柴人3D动作手游,Naxeex LLC,,火柴人3D动作手游,101,1,8.6,4802,5036,"单机RPG,开放世界,3D,简约,火柴人"
5850079,量子特攻,62272419,1,来了超级我！超能战术竞技手游,杭州网易雷火科技有限公司,网易游戏,来了超级我！超能战术竞技手游,102,-12,8.4,1331,1457,"吃鸡,竞技,PVP,3D,高画质,战争,科幻,电子竞技"
13927698,奥特曼之格斗超人,62268020,1,泰迦强势登场 光之传承再次开启,合肥乐堂动漫信息技术有限公司,乐堂动漫,泰迦强势登场 光之传承再次开启,103,-5,9.5,6345,6990,"ARPG,横版,闯关,2.5D,卡通,正版授权,角色扮演"
2646448,奇葩战斗家,62281445,1,高能爆笑的奇葩乱斗,深圳雷霆信息技术有限公司,雷霆游戏,高能爆笑的奇葩乱斗,104,-12,8.9,898,1001,"io,俯视角,躲避,PVP,魔性,2.5D,卡通,电子竞技"
1156296,火柴人神逃脱,62281184,1,神级爆笑魔性火柴人越狱大作战,深圳市掌上方舟科技有限公司,深圳市掌上方舟,神级爆笑魔性火柴人越狱大作战,105,15,6.9,19,20,"逃生,火柴人,2D,简约,越狱,解谜烧脑"
859173,美味深蓝,62284546,1,恐怖饥饿鲨鱼吃遍美味深蓝海域,SuzhouRedwoods,红树林游戏,恐怖饥饿鲨鱼吃遍美味深蓝海域,106,2,4.8,39,40,"动物模拟,闯关,收集,2D,写实,模拟经营"
1548765,仙界幻世录-唯美武侠修仙,62274146,1,年度大型唯美修仙武侠3DMMO手游,深圳市畅梦创想科技有限公司,剑客下山运营团队,年度大型唯美修仙武侠3DMMO手游,107,-1,6.6,14,15,"MMORPG,2.5D,国风,仙侠,角色扮演"
1860089,跳跳跳方块,62246421,1,跳一跳新玩法，吃鸡大作战,飞鸟与鱼科技开发有限公司,飞鸟与鱼,跳一跳新玩法，吃鸡大作战,108,10,9.3,209,490,"反应,物理,闯关,抖M虐心,2D,简约"
2177910,我要当国王,62283734,1,刺客全军出击国王的一千种结局,SuzhouRedwoods,红树林游戏,刺客全军出击国王的一千种结局,109,6,6.7,73,78,"冒险,闯关,剧情,2D,卡通,搞笑,动作冒险"
1443090,像素射击战场,62286823,1,你可以生存到最后吗,Riovox,,你可以生存到最后吗,110,-3,6.9,997,1065,"枪战,第一人称射击,射击游戏,闯关,3D,像素"
3051708,奥拉星,62270855,1,二次元收集养成，战个痛快,广州天梯,,二次元收集养成，战个痛快,111,-18,8.6,1269,1418,"MMORPG,情怀,3D,卡通,奇幻,页游移植,正版授权,角色扮演"
463709,脑力达人-益智合集,62266900,1,烧脑益智游戏合集, 深圳云步互娱网络科技有限公司 ,云步互娱,烧脑益智游戏合集,112,-18,,9,10,"连线,合并,竖屏,2D,简约"
770847,欢乐游戏城,62283096,1,志勇大闯关，运动闯关游戏,深圳市统掌科技有限公司,统掌科技,志勇大闯关，运动闯关游戏,113,8,5.5,11,12,"反应,躲避,闯关,2.5D,简约,休闲益智"
12532062,火柴人联盟2,62232694,1,首款国风格斗竞技手游,acingame,,首款国风格斗竞技手游,114,14,7.6,1409,1592,"ARPG,闯关,冒险,横版,2D,线条,火柴人,角色扮演"
1235131,像素射击,62250125,1,这是一个在无人岛上和僵尸约会的故事,Doodle Mobile Ltd.,,这是一个在无人岛上和僵尸约会的故事,115,-14,3.7,49,49,"第一人称射击,枪战,冒险,闯关,3D,像素"
6630437,乐高无限,62269386,1,创造型沙盒游戏,腾讯外发游戏,腾讯游戏,创造型沙盒游戏,116,-5,8.4,1663,1843,"冒险,乐高,创造,开放世界,3D,像素,沙盒,正版授权,动作冒险"
1416928,街头赛车王,62271491,1,全新赛车漂移体验等你来战,沈阳乐微游科技有限公司,,全新赛车漂移体验等你来战,117,6,5.9,71,74,"赛车,漂移,驾驶模拟,重力/陀螺仪,3D,写实,现实"
794596,风云岛行动-超能力版,62265843,1,自带透视、隐身的花式生存竞技,杭州网易雷火科技有限公司,网易游戏,自带透视、隐身的花式生存竞技,118,-15,7.4,474,521,"吃鸡,求生,PVP,3D,国风,武侠,电子竞技"
9001054,火柴蜘蛛侠英雄,62265742,1,小火柴成为大英雄,Mine Games Craft,,小火柴成为大英雄,119,13,8.4,123,126,"单机RPG,冒险,即时制,开放世界,3D,简约,火柴人"
884748,我的第一次,62282816,1,百年修得同船渡，千年修得共枕眠,深圳八班网络科技有限公司,E8game,百年修得同船渡，千年修得共枕眠,120,2,7.1,92,98,"烧脑,恋爱,恋爱养成,闯关,竖屏,2D,日漫,解谜烧脑"
3742658,三国战纪,62234271,1,二十年经典，风靡街机厅动作手游,上海魔克信息科技有限公司,,二十年经典，风靡街机厅动作手游,81,1,8.8,955,1143,"冒险,经典街机,横版,情怀,2D,卡通,三国,动作冒险"
22908329,汤姆猫水上乐园,62233352,1,汤姆猫家族全新游戏已上线,广州金科文化科技有限公司,金科文化,汤姆猫家族全新游戏已上线,82,5,7.7,342,372,"弹射,智力学习,启蒙,闯关,2.5D,卡通"
3877113,植物大战僵尸全明星,62268852,1,迎春福利抢抢枪,南京舜卓信息技术有限公司,,迎春福利抢抢枪,83,1,6.5,468,547,"阵地塔防,防守,闯关,2D,卡通,僵尸,塔防迷宫"
11992477,火柴人战争：遗产,62265884,1,加入火柴人的战争攻略属于你的领土,南京原极信息科技有限公司,,加入火柴人的战争攻略属于你的领土,84,11,8.9,1335,1454,"即时战略,对攻塔防,闯关,2D,卡通,火柴人"
1547480,贪吃蛇进化论,62287193,1,合成竞技魔性版贪吃蛇,武汉卧友网络科技有限公司,卧友网络,合成竞技魔性版贪吃蛇,85,0,6.1,115,123,"io,贪吃蛇,躲避,PVP,2D,简约,电子竞技"
1961082,光头探长,62288716,1,狙击解谜，最强光头,小米游戏,小米游戏,狙击解谜，最强光头,86,0,6.2,29,30,"第一人称射击,合并,闯关,竖屏,2D,卡通,射击游戏"
